form	lemma	POS	morph
venatorum	uenatus	NOMcom	Case=Gen|Numb=Plur
taureas	taureus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos
scapulis	scapula	NOMcom	Case=Abl|Numb=Plur
patientissimis	patiens	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Sup
inambulaverunt	inambulo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Haec	hic1	PROdem	Case=Acc|Numb=Plur|Gend=Neut
benedicti	benedico2	VER	Case=Gen|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
non	non	ADVneg	MORPH=empty
sine	sine	PRE	MORPH=empty
causa	causa	NOMcom	Case=Abl|Numb=Sing
dominus	dominus	NOMcom	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
saeculum	saeculum	NOMcom	Case=Acc|Numb=Sing
admisit	admitto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
sed	sed	CONcoo	MORPH=empty
ad	ad2	PRE	MORPH=empty
nos	nos	PROper	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
nunc	nunc	ADV	Deg=Pos
exhortandos	exhortor	VER	Case=Acc|Numb=Plur|Gend=Masc|Mood=Adj|Voice=Dep
et	et2	CONcoo	MORPH=empty
in	in	PRE	MORPH=empty
illo	ille	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
die	dies	NOMcom	Case=Abl|Numb=Sing
confundendos	confundo2	VER	Case=Acc|Numb=Plur|Gend=Masc|Mood=Adj|Voice=Pass
si	si2	CONsub	MORPH=empty
reformidaverimus	reformido2	VER	Numb=Plur|Mood=Ind|Tense=FutAnt|Voice=Act|Person=1
pati	patior	VER	Mood=Inf|Tense=Pres|Voice=Dep
pro	pro1	PRE	MORPH=empty
veritate	ueritas	NOMcom	Case=Abl|Numb=Sing
in	in	PRE	MORPH=empty
salutem	salus	NOMcom	Case=Acc|Numb=Sing
quae	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Fem
alii	alius	PROind	Case=Nom|Numb=Plur|Gend=Masc
affectaverunt	affecto	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
pro	pro1	PRE	MORPH=empty
vanitate	uanitas	NOMcom	Case=Abl|Numb=Sing
in	in	PRE	MORPH=empty
perditionem	perditio	NOMcom	Case=Acc|Numb=Sing
Sed	sed	CONcoo	MORPH=empty
haec	hic1	PROdem	Case=Acc|Numb=Plur|Gend=Neut
exempla	exemplum	NOMcom	Case=Acc|Numb=Plur
constantiae	constantia	NOMcom	Case=Gen|Numb=Sing
omittamus	omitto	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
de	de	PRE	MORPH=empty
affectatione	affectatio	NOMcom	Case=Abl|Numb=Sing
venientis	uenio	VER	Case=Gen|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
Convertamur	conuerto	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=1
ad	ad2	PRE	MORPH=empty
ipsam	ipse	PROdem	Case=Acc|Numb=Sing|Gend=Fem
condicionis	condicio	NOMcom	Case=Gen|Numb=Sing
humanae	humanus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
contemplationem	contemplatio	NOMcom	Case=Acc|Numb=Sing
ut	ut4	CONsub	MORPH=empty
et	et2	CONcoo	Deg=Pos
illa	ille	PROdem	Case=Nom|Numb=Plur|Gend=Neut
nos	nos	PROper	Case=Acc|Numb=Plur
instruant	instruo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
si	si2	CONsub	MORPH=empty
qua	quis2	PROind	Case=Nom|Numb=Plur|Gend=Neut
constanter	constanter	ADV	Deg=Pos
adeunda	adeo1	VER	Case=Nom|Numb=Plur|Gend=Neut|Mood=Adj|Voice=Pass
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
quae	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
et	et2	CONcoo	MORPH=empty
invitis	inuitus	ADJqua	Case=Dat|Numb=Plur|Gend=Com|Deg=Pos
evenire	euenio	VER	Mood=Inf|Tense=Pres|Voice=Act
consueverunt	consuesco	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Quotiens	quotiens1	ADVrel	MORPH=empty
enim	enim2	CONcoo	MORPH=empty
incendia	incendium	NOMcom	Case=Acc|Numb=Plur
vivos	uiuus2	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
cremarunt	cremo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
quotiens	quotiens1	ADVrel	MORPH=empty
ferae	fera	NOMcom	Case=Nom|Numb=Plur|Gend=Fem
et	et2	CONcoo	MORPH=empty
in	in	PRE	MORPH=empty
silvis	silua	NOMcom	Case=Abl|Numb=Plur
suis	suus	PROpos.ref	Case=Abl|Numb=Plur|Gend=Com
et	et2	CONcoo	MORPH=empty
in	in	PRE	MORPH=empty
mediis	medius	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
civitatibus	ciuitas	NOMcom	Case=Abl|Numb=Plur
elapsae	elabor2	VER	Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep
caveis	cauea	NOMcom	Case=Abl|Numb=Plur
homines	homo	NOMcom	Case=Nom|Numb=Plur
devoraverunt	deuoro	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
quot	quot1	PROrel	Case=Ind
a	ab	PRE	MORPH=empty
latronibus	latro1	NOMcom	Case=Abl|Numb=Plur
ferro	ferrum	NOMcom	Case=Abl|Numb=Sing
ab	ab	PRE	MORPH=empty
hostibus	hostis	NOMcom	Case=Abl|Numb=Plur
etiam	etiam	ADV	Deg=Pos
cruce	crux	NOMcom	Case=Abl|Numb=Sing
extincti	exstinguo	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
torti	torqueo	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
prius	prius	ADJadv.ord	Deg=Comp
immo	immo	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
omni	omnis	PROind	Case=Abl|Numb=Sing|Gend=Com
contumelia	contumelia	NOMcom	Case=Abl|Numb=Sing
expuncti	expungo	VER	Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
Nemo	nemo	PROind	Case=Nom|Numb=Sing
non	non	ADVneg	MORPH=empty
etiam	etiam	ADV	Deg=Pos
hominis	homo	NOMcom	Case=Gen|Numb=Sing
causa	causa	NOMcom	Case=Abl|Numb=Sing
pati	patior	VER	Mood=Inf|Tense=Pres|Voice=Dep
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
in	in	PRE	MORPH=empty
causa	causa	NOMcom	Case=Abl|Numb=Sing
dei	deus	NOMcom	Case=Gen|Numb=Sing
pati	patior	VER	Mood=Inf|Tense=Pres|Voice=Dep
dubitat	dubito	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Ad	ad2	PRE	MORPH=empty
hoc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Neut
quidem	quidem	ADV	Deg=Pos
vel	uel1	ADV	MORPH=empty
praesentia	praesentia2	ADJqua	Case=Nom|Numb=Plur
nobis	nos	PROper	Case=Dat|Numb=Plur
tempora	tempus1	NOMcom	Case=Nom|Numb=Plur
documenta	documentum	NOMcom	Case=Nom|Numb=Plur
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
quantae	quantus1	PROrel	Case=Nom|Numb=Plur|Gend=Fem
qualesque	qualis	PROrel	Case=Nom|Numb=Plur|Gend=MascFem
{qualesque}	que	CON	MORPH=empty
personae	persona	NOMcom	Case=Nom|Numb=Plur
inopinatos	inopinatus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc
natalibus	natales	NOMcom	Case=Dat|Numb=Plur
et	et2	CONcoo	MORPH=empty
dignitatibus	dignitas	NOMcom	Case=Dat|Numb=Plur
et	et2	CONcoo	MORPH=empty
corporibus	corpus	NOMcom	Case=Dat|Numb=Plur
et	et2	CONcoo	MORPH=empty
aetatibus	aetas	NOMcom	Case=Dat|Numb=Plur
suis	suus	PROpos.ref	Case=Dat|Numb=Plur|Gend=Com
exitus	exitus	NOMcom	Case=Acc|Numb=Plur
referunt	refero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
hominis	homo	NOMcom	Case=Gen|Numb=Sing
causa	causa	NOMcom	Case=Abl|Numb=Sing
aut	aut	CONcoo	MORPH=empty
ab	ab	PRE	MORPH=empty
ipso	ipse	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
si	si2	CONsub	MORPH=empty
contra	contra1	ADV	Deg=Pos
cum	cum2	PRE	MORPH=empty
fecerint	facio	VER	Numb=Plur|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
aut	aut	CONcoo	MORPH=empty
ab	ab	PRE	MORPH=empty
adversariis	aduersarius1	NOMcom	Case=Abl|Numb=Plur
eius	is	PROdem	Case=Gen|Numb=Sing|Gend=Com
si	si2	CONsub	MORPH=empty
pro	pro1	PRE	MORPH=empty
eo	is	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
steterint	sto	VER	Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3
