form	lemma	POS	morph
exterminat	extermino	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quippe	quippe2	CONcoo	MORPH=empty
deliquerat	delinquo	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
pellitus	pellitus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
orbi	orbis	NOMcom	Case=Dat|Numb=Sing
ut	ut1	ADVrel	MORPH=empty
metallo	metallum	NOMcom	Case=Dat|Numb=Sing
datur	do	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Sed	sed	CONcoo	MORPH=empty
arcana	arcanum	NOMcom	Case=Acc|Numb=Plur|Deg=Pos
ista	iste	PROdem	Case=Acc|Numb=Plur|Gend=Neut
nec	nec2	CONcoo	MORPH=empty
omnium	omnis	PROind	Case=Gen|Numb=Plur|Gend=Com
nosse	nosco	VER	Mood=Inf|Tense=Perf|Voice=Act
Cedo	cedo2	NOMcom	MORPH=empty
iam	iam	ADV	Deg=Pos
de	de	PRE	MORPH=empty
vestro	uester	PROpos	Case=Abl|Numb=Sing|Gend=MascNeut
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
Aegyptii	Aegyptii	NOMpro	Case=Nom|Numb=Plur
narrant	narro	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
Alexander	Alexander	NOMpro	Case=Nom|Numb=Sing
digerit	digero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
mater	mater	NOMcom	Case=Nom|Numb=Sing
legit	lego2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
de	de	PRE	MORPH=empty
tempestate	tempestas	NOMcom	Case=Abl|Numb=Sing
Osiridis	Osiris	NOMpro	Case=Gen|Numb=Sing
qua	qui1	PROrel	Case=Abl|Numb=Sing|Gend=Fem
ad	ad2	PRE	MORPH=empty
illum	ille	PROdem	Case=Acc|Numb=Sing|Gend=Masc
ex	ex	PRE	MORPH=empty
Libya	Libya	NOMpro	Case=Abl|Numb=Sing
Ammon	Ammon	NOMpro	Case=Nom|Numb=Sing
facit	facio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ovium	ouis	NOMcom	Case=Gen|Numb=Plur
dives	diues	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
Denique	denique	ADV	Deg=Pos
cum	cum2	PRE	MORPH=empty
ipsis	ipse	PROdem	Case=Abl|Numb=Plur|Gend=Com
Mercurium	Mercurius	NOMpro	Case=Acc|Numb=Sing
autumant	autumo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
forte	forte	ADV	Deg=Pos
palpati	palpo2	VER	Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
arietis	aries	NOMcom	Case=Gen|Numb=Sing
mollitie	mollities	NOMcom	Case=Abl|Numb=Sing
delectatum	delecto	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
deglubasse	deglubo	VER	Mood=Inf|Tense=Perf|Voice=Act
oviculam	ouicula	NOMcom	Case=Acc|Numb=Sing
dumque	dum	CONsub	MORPH=empty
{dumque}	que	CON	MORPH=empty
pertemptat	pertento	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
quod	qui1	CONsub	Case=Acc|Numb=Sing|Gend=Neut
facilitas	facilitas	NOMcom	Case=Nom|Numb=Sing
materiae	materia	NOMcom	Case=Gen|Numb=Sing
suadebat	suadeo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
tractu	tractus	NOMcom	Case=Abl|Numb=Sing
prosequente	prosequor	VER	Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep
filum	filum	NOMcom	Case=Acc|Numb=Sing
eliquat	eliquo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
in	in	PRE	MORPH=empty
retis	rete	NOMcom	Case=Gen|Numb=Plur
pristini	pristinus	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos
modum	modus	NOMcom	Case=Acc|Numb=Sing
quem	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Masc
philyrae	philyra	NOMcom	Case=Gen|Numb=Sing
taeniis	taenia	NOMcom	Case=Abl|Numb=Plur
iunxerat	iungo	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
texuisse	texo	VER	Mood=Inf|Tense=Perf|Voice=Act
Sed	sed	CONcoo	MORPH=empty
vos	uos	PROper	Case=Nom|Numb=Plur
omnem	omnis	PROind	Case=Acc|Numb=Sing|Gend=MascFem
lanicii	lanitium	NOMcom	Case=Gen|Numb=Sing
dispensationem	dispensatio	NOMcom	Case=Acc|Numb=Sing
structuramque	structura	NOMcom	Case=Acc|Numb=Sing
{structuramque}	que	CON	MORPH=empty
telarum	tela	NOMcom	Case=Gen|Numb=Plur
Minervae	Minerua	NOMpro	Case=Gen|Numb=Sing
maluistis	malo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=2
cum	cum3	CONsub	MORPH=empty
penes	penes	PRE	MORPH=empty
Arachnen	Arachne	NOMpro	Case=Acc|Numb=Sing
diligentior	diligens	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
officina	officina	NOMcom	Case=Abl|Numb=Sing
Exinde	exinde	ADV	Deg=Pos
materia	materia	NOMcom	Case=Abl|Numb=Sing
nec	nec2	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
ovibus	ouis	NOMcom	Case=Abl|Numb=Plur
dico	dico2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
Milesiis	Milesius	NOMpro	Case=Abl|Numb=Plur|Gend=Com
et	et2	CONcoo	MORPH=empty
Selgicis	Selgicus	NOMpro	Case=Abl|Numb=Plur
et	et2	CONcoo	MORPH=empty
Altinis	Altinus	NOMpro	Case=Abl|Numb=Plur
aut	aut	CONcoo	MORPH=empty
quis	qui1	PROrel	Case=Abl|Numb=Sing|Gend=Com
Tarentum	Tarentum	NOMpro	Case=Gen|Numb=Sing
vel	uel2	CONcoo	MORPH=empty
Baetica	Baetica	NOMpro	Case=Nom|Numb=Sing
cluet	clueo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
natura	natura	NOMcom	Case=Abl|Numb=Sing
colorante	coloro	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
sed	sed	CONcoo	MORPH=empty
quoniam	quoniam	CONsub	MORPH=empty
et	et2	CONcoo	MORPH=empty
arbusta	arbustum	NOMcom	Case=Nom|Numb=Plur
vestiunt	uestio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
lini	linum	NOMcom	Case=Gen|Numb=Sing
herbida	herbidus	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
post	post2	PRE	MORPH=empty
virorem	uiror	NOMcom	Case=Acc|Numb=Sing
lavacro	lauacrum	NOMcom	Case=Abl|Numb=Sing
nivescunt	niuesco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
nec	nec2	CONcoo	MORPH=empty
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
satis	satis1	ADJqua	Deg=Pos
tunicam	tunica	NOMcom	Case=Acc|Numb=Sing
pangere	pango	VER	Mood=Inf|Tense=Pres|Voice=Act
et	et2	CONcoo	MORPH=empty
serere	sero3	VER	Mood=Inf|Tense=Pres|Voice=Act
ni	ni2	CONsub	MORPH=empty
etiam	etiam	ADV	Deg=Pos
piscari	piscor	VER	Case=Abl|Mood=Inf|Tense=Pres|Voice=Dep
vestitum	uestitus1	NOMcom	Case=Acc|Numb=Sing
contigisset	contingo1	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
Nam	nam	CONcoo	MORPH=empty
et	et2	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
mari	mare	NOMcom	Case=Abl|Numb=Sing
vellera	uellus	NOMcom	Case=Acc|Numb=Plur
qua	qua1	ADVrel	MORPH=empty
muscosae	muscosus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem
lanositatis	lanositas	NOMcom	Case=Gen|Numb=Sing
lautiores	lautus	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Comp
conchae	concha	NOMcom	Case=Nom|Numb=Plur
comant	como?	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Prorsus	prorsus2	ADV	Deg=Pos
haud	haud	ADVneg	MORPH=empty
latet	lateo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
bombycem	bombyx	NOMcom	Case=Acc|Numb=Sing
vermiculi	uermiculus	NOMcom	Case=Gen|Numb=Sing
genus	genus1	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quae	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
per	per	PRE	MORPH=empty
aerem	aer	NOMcom	Case=Acc|Numb=Sing
liquando	liquo	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Ger|Voice=Act
araneorum	araneus1	NOMcom	Case=Gen|Numb=Plur
horoscopis	horoscopus	NOMcom	Case=Abl|Numb=Plur
idonius	idonee	ADV	Deg=Comp
distendit	distendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
dehinc	dehinc	ADV	Deg=Pos
devorat	deuoro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
moi	moueo	NOMcom	Case=Gen|Numb=Sing
salva	saluus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos
reddere	reddo	VER	Mood=Inf|Tense=Pres|Voice=Act
Proinde	proinde	ADV	Deg=Pos
si	si2	CONsub	MORPH=empty
necaveris	neco	VER	Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=2
animata	animatus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
iam	iam	ADV	Deg=Pos
stamina	stamen	NOMcom	Case=Acc|Numb=Plur
volves	uoluo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
Tantam	tantus	PROdem	Case=Acc|Numb=Sing|Gend=Fem
igitur	igitur	CONcoo	MORPH=empty
paraturam	paratura	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=Act
materiarum	materia	NOMcom	Case=Gen|Numb=Plur
ingenia	ingenium	NOMcom	Case=Acc|Numb=Plur
quoque	quoque	ADV	Deg=Pos
vestificinae	uestificina	NOMcom	Case=Dat|Numb=Sing
prosecuta	prosequor	VER	Case=Acc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep
primum	primum	ADJadv.ord	Deg=Sup
tegendo	tego	VER	Case=Dat|Numb=Sing|Mood=Ger|Voice=Act
homini	homo	NOMcom	Case=Dat|Numb=Sing
qua	qui2	ADVrel	MORPH=empty
necessitas	necessitas	NOMcom	Case=Nom|Numb=Sing
praecessit	praecedo1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
dehinc	dehinc	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
ornando	orno	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
immo	immo	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
inflando	inflo	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
qua	qua1	ADVrel	MORPH=empty
ambitio	ambitio	NOMcom	Case=Nom|Numb=Sing
successit	succedo1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
varias	uarius	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
indumentorum	indumentum	NOMcom	Case=Gen|Numb=Plur
formas	forma	NOMcom	Case=Acc|Numb=Plur
promulgare	promulgo	VER	Mood=Inf|Tense=Pres|Voice=Act
Quarum	qui1	PROrel	Case=Gen|Numb=Plur|Gend=Fem
pars	pars	NOMcom	Case=Nom|Numb=Sing
gentilitus	gentilitus	NOMcom	MORPH=empty
inhabitantur	inhabito	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
ceteris	ceteri	NOMcom	Case=Dat|Numb=Plur|Gend=Com|Deg=Pos
incommunes	incommunis	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
pars	pars	NOMcom	Case=Nom|Numb=Sing
vero	uero4	CONcoo	MORPH=empty
passivitus	passiuitus	ADV	MORPH=empty
omnibus	omnis	PROind	Case=Dat|Numb=Plur|Gend=Com
utiles	utilis	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
ut	ut1	ADVrel	MORPH=empty
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
pallium	pallium	NOMcom	Case=Nom|Numb=Sing
etsi	etsi2	CONsub	MORPH=empty
Graecum	Graecus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
magis	magis2	ADV	Deg=Comp
sed	sed	CONcoo	MORPH=empty
lingua	lingua	NOMcom	Case=Abl|Numb=Sing
iam	iam	ADV	Deg=Pos
penes	penes	PRE	MORPH=empty
Latium	Latium	NOMpro	Case=Acc|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Cum	cum2	PRE	MORPH=empty
voce	uox	NOMcom	Case=Abl|Numb=Sing
vestis	uestis	NOMcom	Case=Nom|Numb=Sing
intravit	intro1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Atque	atque1	CONcoo	MORPH=empty
adeo	adeo2	ADV	Deg=Pos
ipse	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Masc
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
Graecos	Graeci	NOMpro	Case=Acc|Numb=Plur
praeter	praeter2	PRE	MORPH=empty
urbem	urbs	NOMcom	Case=Acc|Numb=Sing
censebat	censeo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
litteras	littera	NOMcom	Case=Acc|Numb=Plur
eorum	is	PROdem	Case=Gen|Numb=Plur|Gend=MascNeut
vocemque	uox	NOMcom	Case=Acc|Numb=Sing
{vocemque}	que	CON	MORPH=empty
senex	senex2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos
iam	iam	ADV	Deg=Pos
eruditus	erudio	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
idem	idem	PROdem	Case=Nom|Numb=Sing|Gend=MascNeut
Cato	Cato	NOMpro	Case=Nom|Numb=Sing
iuridicinae	iuridicina	NOMcom	Case=Gen|Numb=Sing
suae	suus	PROpos.ref	Case=Gen|Numb=Sing|Gend=Fem
in	in	PRE	MORPH=empty
tempore	tempus1	NOMcom	Case=Abl|Numb=Sing
humerum	humerus	NOMcom	Case=Acc|Numb=Sing
exertus	exsertus	VER	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass
haud	haud	ADVneg	MORPH=empty
minus	parum2	ADV	Deg=Comp
palliato	palliatus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
habitu	habitus1	NOMcom	Case=Abl|Numb=Sing
Graecis	Graeci	NOMpro	Case=Dat|Numb=Plur
favit	faueo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
nunc	nunc	ADV	Deg=Pos
si	si2	CONsub	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Romanitas	Romanitas	NOMcom	Case=Nom|Numb=Sing|Gend=Fem
omni	omnis	PROind	Case=Abl|Numb=Sing|Gend=Com
salus	salus	NOMcom	Case=Nom|Numb=Sing
nec	nec2	CONcoo	MORPH=empty
honestis	honestus	NOMcom	Case=Dat|Numb=Plur|Gend=Com|Deg=Pos
tamen	tamen	ADV	Deg=Pos
admodum	admodum	ADV	Deg=Pos
Graeci	Graeci	NOMpro	Case=Nom|Numb=Plur|Gend=Masc
estis	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=2
Aut	aut	CONcoo	MORPH=empty
ni	ni2	CONsub	MORPH=empty
ita	ita	ADV	Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
unde	unde1	ADVrel	MORPH=empty
gentium	gens	NOMcom	Case=Gen|Numb=Plur
in	in	PRE	MORPH=empty
provinciis	prouincia	NOMcom	Case=Abl|Numb=Plur
melius	bene	ADV	Deg=Comp
exercitis	exerceo	VER	Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Pass|Person=2
quas	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Fem
natura	natura	NOMcom	Case=Nom|Numb=Sing
agro	ager	NOMcom	Case=Abl|Numb=Sing
potius	potius	ADV	Deg=Comp
eluctando	eluctor	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Dep
commodavit	commodo1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
studia	studium	NOMcom	Case=Acc|Numb=Plur
palaestrae	palaestra	NOMcom	Case=Gen|Numb=Sing
male	male	ADV	Deg=Pos
senescentia	senesco	VER	Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=Act
et	et2	CONcoo	MORPH=empty
cassum	cassus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
laborantia	laboro	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act
et	et2	CONcoo	MORPH=empty
lutea	luteus2	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
unctio	unctio	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
pulverea	puluereus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
volutatio	uolutatio	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
arida	aridus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
saginatio	saginatio	NOMcom	Case=Nom|Numb=Sing
unde	unde1	ADVrel	MORPH=empty
apud	apud	PRE	MORPH=empty
aliquos	aliquis	PROind	Case=Acc|Numb=Plur|Gend=Masc
Numidas	Numidae	NOMpro	Case=Acc|Numb=Plur
etiam	etiam	ADV	Deg=Pos
equis	equus	NOMcom	Case=Abl|Numb=Plur
caesariatos	caesario	VER	Case=Acc|Numb=Plur|Gend=Masc
iuxta	iuxta2	PRE	MORPH=empty
cutem	cutis	NOMcom	Case=Acc|Numb=Sing
tonsor	tonsor	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
cultri	culter	NOMcom	Case=Gen|Numb=Sing
vertex	uertex	NOMcom	Case=Nom|Numb=Sing
solus	solus	PROind	Case=Nom|Numb=Sing|Gend=Masc
immunis	immunis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
unde	unde1	ADVrel	MORPH=empty
apud	apud	PRE	MORPH=empty
hirtos	hirtus	NOMcom	Case=Acc|Numb=Plur|Deg=Pos
et	et2	CONcoo	MORPH=empty
hirsutos	hirsutus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
tam	tam	ADV	Deg=Pos
rapax	rapax	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
ab	ab	PRE	MORPH=empty
ala	ala	NOMcom	Case=Abl|Numb=Sing
resina	resina	NOMcom	Case=Nom|Numb=Sing
tam	tam	ADV	Deg=Pos
furax	furax	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
a	ab	PRE	MORPH=empty
mento	mentum	NOMcom	Case=Abl|Numb=Sing
volsella	uoluella	NOMpro	Case=Nom|Numb=Sing
Prodigium	prodigium	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
haec	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Fem
sine	sine	PRE	MORPH=empty
pallio	pallium	NOMcom	Case=Abl|Numb=Sing
fieri	fio	VER	Mood=Inf|Tense=Pres|Voice=Act
Illius	ille	PROdem	Case=Gen|Numb=Sing|Gend=Com
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
haec	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Fem
tota	totus	PROind	Case=Nom|Numb=Sing|Gend=Fem
res	res	NOMcom	Case=Nom|Numb=Sing
Asiae	Asia	NOMpro	Case=Gen|Numb=Sing
Quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
tibi	tu	PROper	Case=Dat|Numb=Sing
Libya	Libya	NOMpro	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
Europa	Europa	NOMpro	Case=Voc|Numb=Sing
cum	cum2	PRE	MORPH=empty
xysticis	xysticus	ADJqua	Case=Abl|Numb=Plur|Gend=Com
munditiis	munditia	NOMcom	Case=Abl|Numb=Plur
quas	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Fem
vestire	uestio	VER	Mood=Inf|Tense=Pres|Voice=Act
non	non	ADVneg	MORPH=empty
nosti	nosco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2
Revera	reuera	ADV	Deg=Pos|Person=2
enim	enim2	CONcoo	MORPH=empty
quale	qualis1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Graecatim	Graecatis	ADV	Deg=Pos
depilari	depilo1	VER	Mood=Inf|Tense=Pres|Voice=Pass
magis	magis2	ADV	Deg=Comp
quam	quam1	ADVrel	MORPH=empty
amiciri	amicio	VER	Mood=Inf|Tense=Pres|Voice=Pass
Habitum	Habitus	NOMcom	Case=Acc|Numb=Sing
transferre	transfero	VER	Mood=Inf|Tense=Pres|Voice=Act
ita	ita	ADV	Deg=Pos
demum	demum	ADV	Deg=Pos
culpae	culpa	NOMcom	Case=Dat|Numb=Sing
prope	prope1	ADV	Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
si	si2	CONsub	MORPH=empty
non	non	ADVneg	MORPH=empty
consuetudo	consuetudo	NOMcom	Case=Nom|Numb=Sing
sed	sed	CONcoo	MORPH=empty
natura	natura	NOMcom	Case=Nom|Numb=Sing
mutetur	muto2	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
Sat	satis2	ADV	Case=Ind|Deg=Pos
refert	refero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
inter	inter	PRE	MORPH=empty
honorem	honor	NOMcom	Case=Acc|Numb=Sing
temporis	tempus1	NOMcom	Case=Gen|Numb=Sing
et	et2	CONcoo	MORPH=empty
religionem	religio	NOMcom	Case=Acc|Numb=Sing
Det	do	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
consuetudo	consuetudo	NOMcom	Case=Nom|Numb=Sing
fidem	fides2	NOMcom	Case=Acc|Numb=Sing
tempori	tempus1	NOMcom	Case=Dat|Numb=Sing
natura	natura	NOMcom	Case=Nom|Numb=Sing
deo	deus	NOMcom	Case=Dat|Numb=Sing
Naturam	natura	NOMcom	Case=Acc|Numb=Sing
itaque	itaque	CONcoo	MORPH=empty
concussit	concutio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Larissaeus	Larissaeus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
heros	heros	NOMcom	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
virginem	uirgo	NOMcom	Case=Acc|Numb=Sing
mutando	muto2	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
ille	ille	PROdem	Case=Nom|Numb=Sing|Gend=Masc
ferarum	fera	NOMcom	Case=Gen|Numb=Plur
medullis	medulla	NOMcom	Case=Abl|Numb=Plur
educatus	educo1	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
unde	unde1	ADVrel	MORPH=empty
et	et1	ADV	Deg=Pos
nominis	nomen	NOMcom	Case=Gen|Numb=Sing
concilium	concilium	NOMcom	Case=Acc|Numb=Sing
quandoquidem	quandoquidem	CONsub	MORPH=empty
labiis	labium	NOMcom	Case=Dat|Numb=Plur
vacuerat	uaco	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
ab	ab	PRE	MORPH=empty
uberum	uber1	NOMcom	Case=Gen|Numb=Plur
gustu	gustus	NOMcom	Case=Abl|Numb=Sing
ille	ille	PROdem	Case=Nom|Numb=Sing|Gend=Masc
apud	apud	PRE	MORPH=empty
rupicem	rupex	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
silvicolam	siluicola	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
monstrum	monstrum	NOMcom	Case=Acc|Numb=Sing
eruditorem	eruditor	NOMcom	Case=Acc|Numb=Sing
scrupea	scrupeus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
schola	schola	NOMcom	Case=Abl|Numb=Sing
eruditus	erudio	VER	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
Feras	fera	NOMcom	Case=Acc|Numb=Sing
si	si2	CONsub	MORPH=empty
in	in	PRE	MORPH=empty
puero	puer	NOMcom	Case=Abl|Numb=Sing
matris	mater	NOMcom	Case=Gen|Numb=Sing
sollicitudinem	sollicitudo	NOMcom	Case=Acc|Numb=Sing
patiens	patiens	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
certe	certe	ADV	Deg=Pos
iam	iam	ADV	Deg=Pos
histriculus	histriculus	NOMcom	Case=Nom|Numb=Sing
certe	certe	ADV	Deg=Pos
iam	iam	ADV	Deg=Pos
virum	uir	NOMcom	Case=Acc|Numb=Sing
alicui	aliquis	PROind	Case=Dat|Numb=Sing|Gend=Com
clanculo	clanculum	ADV	Case=Dat|Numb=Sing
functus	fungor	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
adhuc	adhuc	ADV	Deg=Pos
sustinet	sustineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
stolam	stola	NOMcom	Case=Acc|Numb=Sing
fundere	fundo2	VER	Mood=Inf|Tense=Pres|Voice=Act
comam	coma	NOMcom	Case=Acc|Numb=Sing
struere	struo	VER	Mood=Inf|Tense=Pres|Voice=Act
cutem	cutis	NOMcom	Case=Acc|Numb=Sing
fingere	fingo	VER	Mood=Inf|Tense=Pres|Voice=Act
speculum	speculum	NOMcom	Case=Acc|Numb=Sing
consulere	consulo	VER	Mood=Inf|Tense=Pres|Voice=Act
collum	collum	NOMcom	Case=Acc|Numb=Sing
demulcere	demulceo	VER	Mood=Inf|Tense=Pres|Voice=Act
aurem	auris	NOMcom	Case=Acc|Numb=Sing
quoque	quoque	ADV	Deg=Pos
feratu	feratus	NOMcom	Case=Abl|Numb=Sing
effeminatus	effemino	ADJqua	Case=Nom|Numb=Sing|Gend=Masc
