form	lemma	POS	morph
poteritis	possum1	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2
non	non	ADVneg	MORPH=empty
repastinantes	repastino	VER	Case=Acc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
divitiarum	diuitiae	NOMcom	Case=Gen|Numb=Plur
vestrarum	uester	PROpos	Case=Gen|Numb=Plur|Gend=Fem
vel	uel2	CONcoo	MORPH=empty
elegantiarum	elegantia	NOMcom	Case=Gen|Numb=Plur
usum	usus	NOMcom	Case=Acc|Numb=Sing
quae	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
tantum	tantum2	ADV	Case=Acc|Deg=Pos
ad	ad2	PRE	MORPH=empty
gloriam	gloria	NOMcom	Case=Acc|Numb=Sing
faciunt	facio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Gloria	gloria	NOMcom	Case=Nom|Numb=Sing
autem	autem	CONcoo	MORPH=empty
exaltare	exalto	VER	Mood=Inf|Tense=Pres|Voice=Act
non	non	ADVneg	MORPH=empty
humiliare	humilio	VER	Mood=Inf|Tense=Pres|Voice=Act
consuevit	consuesco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Non	non	ADVneg	MORPH=empty
enim	enim2	CONcoo	MORPH=empty
quaesitis	quaero	VER	Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Pass
utemur	utor	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Dep|Person=1
nostris	noster	PROpos	Case=Dat|Numb=Plur|Gend=Com
Quis	quis1	PROint	Case=Nom|Numb=Sing|Gend=MascFem
autem	autem	CONcoo	MORPH=empty
prohibet	prohibeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
uti	utor	CONsub	MORPH=empty
Secundum	secundum2	PRE	MORPH=empty
apostolum	apostolus	NOMcom	Case=Acc|Numb=Sing
tamen	tamen	ADV	Deg=Pos
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
nos	nos	PROper	Case=Acc|Numb=Plur
uti	utor	ADVrel	MORPH=empty
monet	moneo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
mundo	mundus1	NOMcom	Case=Abl|Numb=Sing
isto	iste	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
quasi	quasi1	ADVrel	MORPH=empty
non	non	ADVneg	MORPH=empty
abutamur	abutor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
Praeterit	praetereo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
enim	enim2	CONcoo	MORPH=empty
habitus	habitus1	NOMcom	Case=Nom|Numb=Sing
mundi	mundus1	NOMcom	Case=Gen|Numb=Sing
huius	hic1	PROdem	Case=Gen|Numb=Sing|Gend=Com
Et	et2	CONcoo	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
emunt	emo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sic	sic	ADV	Deg=Pos
agant	ago	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
quasi	quasi1	ADVrel	MORPH=empty
non	non	ADVneg	MORPH=empty
possidentes	possido	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
Cur	cur	ADVint	MORPH=empty
ita	ita	ADV	Deg=Pos
Quoniam	quoniam	CONsub	MORPH=empty
praemiserat	praemitto	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
dicens	dico2	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
Tempus	tempus1	NOMcom	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
collecto	collectum	NOMcom	Case=Abl|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Si	si2	CONsub	MORPH=empty
ergo	ergo2	CONcoo	MORPH=empty
uxores	uxor	NOMcom	Case=Acc|Numb=Plur
quoque	quoque	ADV	Deg=Pos
ipsas	ipse	PROdem	Case=Acc|Numb=Plur|Gend=Fem
sic	sic	ADV	Deg=Pos
habendas	habeo	VER	Case=Acc|Numb=Plur|Gend=Fem|Mood=Adj|Voice=Pass
demonstrat	demonstro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
tanquam	tamquam2	CONsub	MORPH=empty
non	non	ADVneg	MORPH=empty
habeantur	habeo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
propter	propter2	PRE	MORPH=empty
angustias	angustia	NOMcom	Case=Acc|Numb=Plur
temporum	tempus1	NOMcom	Case=Gen|Numb=Plur
quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
sentiat	sentio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
de	de	PRE	MORPH=empty
vanis	uanus	ADJqua	Case=Abl|Numb=Plur|Gend=Com
his	hic1	PROdem	Case=Abl|Numb=Plur|Gend=Com
instrumentis	instrumentum	NOMcom	Case=Abl|Numb=Plur
earum	is	PROdem	Case=Gen|Numb=Plur|Gend=Fem
Non	non	ADVneg	MORPH=empty
enim	enim2	CONcoo	MORPH=empty
et	et2	CONcoo	MORPH=empty
multi	multus	ADJqua	Case=Nom|Numb=Plur|Gend=Masc|Deg=Pos
ita	ita	ADV	Deg=Pos
faciunt	facio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
spadonatui	spadonatus	NOMcom	Case=Dat|Numb=Sing
obsignant	obsigno	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
propter	propter2	PRE	MORPH=empty
regnum	regnum	NOMcom	Case=Acc|Numb=Sing
dei	deus	NOMcom	Case=Gen|Numb=Sing
tam	tam	ADV	Deg=Pos
fortem	fortis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
et	et2	CONcoo	MORPH=empty
utique	utique	ADV	Deg=Pos
permissam	permitto	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
voluptatem	uoluptas	NOMcom	Case=Acc|Numb=Sing
sponte	sponte	ADV	Deg=Pos
ponentes	pono	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
Numquid	numquid	ADVint	MORPH=empty
non	non	ADVneg	MORPH=empty
aliqui	aliquis	PROind	Case=Nom|Numb=Plur|Gend=Masc
ipsam	ipse	PROdem	Case=Acc|Numb=Sing|Gend=Fem
dei	deus	NOMcom	Case=Gen|Numb=Sing
creaturam	creatura	NOMcom	Case=Acc|Numb=Sing
sibi	sui1	PROref	Case=Dat|Numb=Sing
interdicunt	interdico2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
abstinentes	abstinens	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem
vino	uinum	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
animalibus	animal	NOMcom	Case=Dat|Numb=Plur
esculentis	esculentus	ADJqua	Case=Dat|Numb=Plur|Gend=MascFem|Deg=Pos|Mood=Par|Tense=Pres|Voice=Act
quorum	qui1	PROrel	Case=Gen|Numb=Plur|Gend=MascNeut
fructus	fructus	NOMcom	Case=Nom|Numb=Plur
nulli	nullus	PROind	Case=Dat|Numb=Sing|Gend=Masc
periculo	periculum	NOMcom	Case=Dat|Numb=Sing
aut	aut	CONcoo	MORPH=empty
sollicitudini	sollicitudo	NOMcom	Case=Dat|Numb=Sing
adiacent	adiaceo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sed	sed	CONcoo	MORPH=empty
humilitatem	humilitas	NOMcom	Case=Acc|Numb=Sing
animae	anima	NOMcom	Case=Gen|Numb=Sing
suae	suus	PROpos.ref	Case=Gen|Numb=Sing|Gend=Fem
in	in	PRE	MORPH=empty
victus	uictus	NOMcom	Case=Acc|Numb=Sing
quoque	quoque	ADV	Deg=Pos
castigatione	castigatio	NOMcom	Case=Abl|Numb=Sing
deo	deus	NOMcom	Case=Abl|Numb=Sing
immolant	immolo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Satis	satis2	ADV	Deg=Pos
igitur	igitur	CONcoo	MORPH=empty
et	et1	ADV	MORPH=empty
vos	uos	PROper	Case=Nom|Numb=Plur
usae	utor	VER	Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep
estis	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=2
divitiis	diuitiae	NOMcom	Case=Abl|Numb=Plur
atque	atque1	CONcoo	MORPH=empty
deliciis	delicia1	NOMcom	Case=Abl|Numb=Plur
satis	satis1	ADJqua	Deg=Pos
dotum	dos	NOMcom	Case=Gen|Numb=Sing
vestrarum	uester	PROpos	Case=Gen|Numb=Plur|Gend=Fem
fructus	fructus	NOMcom	Case=Acc|Numb=Plur
decidistis	decido2	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=2
ante	ante2	PRE	MORPH=empty
notitiam	notitia	NOMcom	Case=Acc|Numb=Sing
salutarium	salutaris	ADJqua	Case=Gen|Numb=Plur|Gend=Com|Deg=Pos
disciplinarum	disciplina	NOMcom	Case=Gen|Numb=Plur
Nos	nos	PROper	Case=Nom|Numb=Plur
sumus	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
in	in	PRE	MORPH=empty
quos	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Masc
decurrerunt	decurro	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
fines	finis	NOMcom	Case=Nom|Numb=Plur
saeculorum	saeculum	NOMcom	Case=Gen|Numb=Plur
Nos	nos	PROper	Case=Nom|Numb=Plur
destinati	destino	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
a	ab	PRE	MORPH=empty
deo	deus	NOMcom	Case=Abl|Numb=Sing
ante	ante2	PRE	MORPH=empty
mundum	mundus1	NOMcom	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
extimatione	extimatio	NOMcom	Case=Abl|Numb=Sing
temporali	temporalis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
Itaque	itaque	CONcoo	MORPH=empty
castigando	castigo	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
et	et2	CONcoo	MORPH=empty
castrando	castro	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
ut	ut4	CONsub	MORPH=empty
ita	ita	ADV	Deg=Pos
dixerim	dico2	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=1
saecule	saeculum	NOMcom	MORPH=empty
erudimur	erudio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=1
a	ab	PRE	MORPH=empty
deo	deus	NOMcom	Case=Abl|Numb=Sing
Nos	nos	PROper	Case=Nom|Numb=Plur
sumus	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
circumcisio	circumcisio	NOMcom	Case=Nom|Numb=Sing
omnium	omnis	PROind	Case=Gen|Numb=Plur|Gend=Com
spiritalis	spiritalis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
et	et2	CONcoo	MORPH=empty
carnalis	carnalis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
Nam	nam	CONcoo	MORPH=empty
et	et2	CONcoo	MORPH=empty
in	in	PRE	MORPH=empty
spiritu	spiritus	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
carne	caro1	NOMcom	Case=Abl|Numb=Sing
saecularia	saecularis	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
circumcidimus	circumcido1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
Nimirum	nimirum	ADV	Deg=Pos
enim	enim2	CONcoo	MORPH=empty
deus	deus	NOMcom	Case=Nom|Numb=Sing
demonstravit	demonstro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
sucis	sucus	NOMcom	Case=Abl|Numb=Plur
herbarum	herba	NOMcom	Case=Gen|Numb=Plur
et	et2	CONcoo	MORPH=empty
concharum	concha	NOMcom	Case=Gen|Numb=Plur
salivis	saliua	NOMcom	Case=Abl|Numb=Plur
incoquere	incoquo	VER	Mood=Inf|Tense=Pres|Voice=Act
lanas	lana	NOMcom	Case=Acc|Numb=Plur
Exciderat	excido1	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
illi	ille	PROdem	Case=Dat|Numb=Sing|Gend=Masc
cum	cum3	CONsub	MORPH=empty
universa	uniuersus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
nasci	nascor	VER	Mood=Inf|Tense=Pres|Voice=Dep
iuberet	iubeo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
purpureas	purpureus	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
et	et2	CONcoo	MORPH=empty
coccineas	coccineus	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
oves	ouis	NOMcom	Case=Acc|Numb=Plur
mandate	mando2	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act
Deus	deus	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
ipsarum	ipse	PROdem	Case=Gen|Numb=Plur|Gend=Fem
vestium	uestis	NOMcom	Case=Gen|Numb=Plur
officinas	officina	NOMcom	Case=Acc|Numb=Plur
commentus	comminiscor	VER	Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
quae	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
leves	leuis1	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
et	et2	CONcoo	MORPH=empty
exiles	exilis	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
solo	solum1	NOMcom	Case=Abl|Numb=Sing|Gend=MascNeut
pretio	pretium	NOMcom	Case=Abl|Numb=Sing
graves	grauis	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
essent	sum1	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
deus	deus	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
auri	aurum	NOMcom	Case=Gen|Numb=Sing
tanta	tantus	PROdem	Case=Acc|Numb=Plur|Gend=Neut
opera	opus?	NOMcom	Case=Acc|Numb=Plur
produxit	produco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
compleotendis	compleo	VER	Case=Dat|Numb=Plur|Gend=Com|Mood=Adj|Voice=Dep
et	et2	CONcoo	MORPH=empty
distinguendis	distinguo	VER	Case=Dat|Numb=Plur|Gend=Com|Mood=Adj|Voice=Pass
lapillis	lapillus	NOMcom	Case=Dat|Numb=Plur
scrupulosa	scrupulosus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
deus	deus	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
auribus	auris	NOMcom	Case=Dat|Numb=Plur
vulnera	uulnus	NOMcom	Case=Acc|Numb=Plur
intulit	infero	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
tanti	tantus	PROdem	Case=Gen|Numb=Sing|Gend=MascNeut
habuit	habeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
vexationem	uexatio	NOMcom	Case=Acc|Numb=Sing
operis	opus1	NOMcom	Case=Gen|Numb=Sing
sui	suus	PROpos.ref	Case=Gen|Numb=Sing|Gend=MascNeut
et	et2	CONcoo	MORPH=empty
cruciatus	cruciatus	NOMcom	Case=Gen|Numb=Sing
infantiae	infantia	NOMcom	Case=Gen|Numb=Sing
innocentis	innocens	ADJqua	Case=Gen|Numb=Sing|Gend=Com|Deg=Pos
tunc	tunc	ADV	Deg=Pos
primum	primum	ADJadv.ord	Deg=Sup
dolentis	doleo	VER	Case=Gen|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
ut	ut1	ADVrel	MORPH=empty
ex	ex	PRE	MORPH=empty
illis	ille	PROdem	Case=Abl|Numb=Plur|Gend=Com
ad	ad2	PRE	MORPH=empty
ferrum	ferrum	NOMcom	Case=Acc|Numb=Sing
nati	nascor	NOMcom	Case=Gen|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep
cor	cor	NOMcom	Case=Acc|Numb=Sing
peris	pereo1	VER	Case=Abl|Numb=Sing
cicatricibus	cicatrix	NOMcom	Case=Abl|Numb=Plur
grana	granum	NOMcom	Case=Acc|Numb=Plur
nescio	nescio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
quae	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
penderent	pendeo	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
quae	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Neut
plane	plane	ADV	Deg=Pos
Parthi	Parthi	ADJqua	Case=Nom|Numb=Plur
perenibus	perene	ADJqua	Case=Dat|Numb=Plur
quoque	quoque	ADV	Deg=Pos
suis	suus	PROpos.ref	Case=Abl|Numb=Plur|Gend=Com
bullarum	bulla	NOMcom	Case=Gen|Numb=Plur
vice	uicis	NOMcom	Case=Abl|Numb=Sing
inserunt	insero2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Quamquam	quamquam2	CONsub	MORPH=empty
et	et2	CONcoo	MORPH=empty
aurum	aurum	NOMcom	Case=Nom|Numb=Sing
ipsum	ipse	PROdem	Case=Nom|Numb=Sing|Gend=MascNeut
cuius	qui1	PROrel	Case=Gen|Numb=Sing|Gend=Com
vos	uos	PROper	Case=Acc|Numb=Plur
gloria	gloria	NOMcom	Case=Nom|Numb=Sing
occupat	occupo2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
cuidam	quidam	PROind	Case=Dat|Numb=Sing|Gend=Com
genti	gens	NOMcom	Case=Dat|Numb=Sing
ad	ad2	PRE	MORPH=empty
vincula	uinculum	NOMcom	Case=Acc|Numb=Plur
servire	seruio	VER	Mood=Inf|Tense=Pres|Voice=Act
referunt	refero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
gentilium	gentilis1	NOMcom	Case=Gen|Numb=Plur
litterae	littera	NOMcom	Case=Nom|Numb=Plur
Adeo	adeo2	ADV	Deg=Pos
non	non	ADVneg	MORPH=empty
veritate	ueritas	NOMcom	Case=Abl|Numb=Sing
bona	bonum	ADJqua	Case=Abl|Numb=Plur
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sed	sed	CONcoo	MORPH=empty
raritate	raritas	NOMcom	Case=Abl|Numb=Sing
artibus	ars	NOMcom	Case=Dat|Numb=Plur
autem	autem	CONcoo	MORPH=empty
per	per	PRE	MORPH=empty
angelos	angelus	NOMcom	Case=Acc|Numb=Plur
peccatores	peccator	NOMcom	Case=Acc|Numb=Plur
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
et	et2	CONcoo	MORPH=empty
ipsas	ipse	PROdem	Case=Acc|Numb=Plur|Gend=Fem
materias	materia	NOMcom	Case=Acc|Numb=Plur
prodiderunt	prodo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
inductis	induco	VER	Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Pass
operositas	operositas	NOMcom	Case=Nom|Numb=Sing|Gend=Fem
cum	cum2	PRE	MORPH=empty
raritate	raritas	NOMcom	Case=Abl|Numb=Sing
commissa	committo	VER	Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
pretiosilatem	pretiosilates	ADJqua	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
ex	ex	PRE	MORPH=empty
ea	is	PROdem	Case=Abl|Numb=Sing|Gend=Fem
libidinem	libido	NOMcom	Case=Acc|Numb=Sing
possidendae	possideo	VER	Case=Gen|Numb=Sing|Gend=Fem|Mood=Adj|Voice=Pass
pretiositatis	pretiositas	NOMcom	Case=Gen|Numb=Sing
feminarum	femina	NOMcom	Case=Gen|Numb=Plur
excitavit	excito1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Quod	quod1	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
iidem	idem	PROdem	Case=Nom|Numb=Plur|Gend=Masc
angeli	angelus	NOMcom	Case=Nom|Numb=Plur
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
et	et2	CONcoo	MORPH=empty
materias	materia	NOMcom	Case=Acc|Numb=Plur
eiusmodi	eiusmodi	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
inlecebras	illecebra	NOMcom	Case=Acc|Numb=Plur
detexerunt	detego	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
auri	aurum	NOMcom	Case=Gen|Numb=Sing
dico	dico2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
et	et2	CONcoo	MORPH=empty
lapidum	lapis	NOMcom	Case=Gen|Numb=Plur
inlustrium	illustris	ADJqua	Case=Gen|Numb=Plur|Gend=Com|Deg=Pos
et	et2	CONcoo	MORPH=empty
operas	opera	NOMcom	Case=Acc|Numb=Plur
eorum	is	PROdem	Case=Gen|Numb=Plur|Gend=MascNeut
tradiderunt	trado	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
iam	iam	ADV	Deg=Pos
ipsum	ipse	PROdem	Case=Acc|Numb=Sing|Gend=MascNeut
calliblepharum	callibelhus	NOMcom	Case=Gen|Numb=Plur
vellerumque	uellus	NOMcom	Case=Acc|Numb=Plur
{vellerumque}	que	CON	MORPH=empty
tincturas	tingo	NOMcom	Case=Acc|Numb=Plur|Mood=Par|Tense=Fut|Voice=Act
inter	inter	PRE	MORPH=empty
cetera	cetera1	NOMcom	Case=Acc|Numb=Plur
docuerunt	doceo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
damnati	damno	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
a	ab	PRE	MORPH=empty
deo	deus	NOMcom	Case=Abl|Numb=Sing
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ut	ut1	ADVrel	MORPH=empty
Enoch	Henoch	NOMpro	Case=Ind
refert	refero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quomodo	quomodo1	ADVrel	MORPH=empty
placebimus	placeo	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=1
deo	deus	NOMcom	Case=Dat|Numb=Sing
gaudentes	gaudeo	VER	Case=Acc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep
rebus	res	NOMcom	Case=Dat|Numb=Plur
illorum	ille	PROdem	Case=Gen|Numb=Plur|Gend=MascNeut
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
iram	ira	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
animadversionem	animaduersio	NOMcom	Case=Acc|Numb=Sing
dei	deus	NOMcom	Case=Gen|Numb=Sing
propterea	propterea	ADV	Deg=Pos
provocaverunt	prouoco	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Nunc	nunc	ADV	Deg=Pos
ut	ut4	CONsub	MORPH=empty
ista	iste	PROdem	Case=Acc|Numb=Plur|Gend=Neut
prospexerit	prospicio	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
deus	deus	NOMcom	Case=Nom|Numb=Sing
deus	deus	NOMcom	Case=Nom|Numb=Sing
permiserit	permitto	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
nullam	nullus	PROind	Case=Acc|Numb=Sing|Gend=Fem
de	de	PRE	MORPH=empty
conchylio	conchylium	NOMcom	Case=Abl|Numb=Sing
vestem	uestis	NOMcom	Case=Acc|Numb=Sing
Esaias	Esaias	NOMpro	Case=Gen|Numb=Sing
increpet	increpo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
nullum	nullus	PROind	Case=Acc|Numb=Sing|Gend=MascNeut
botronatum	botrono	NOMcom	Case=Acc|Numb=Sing|Deg=Pos
retundat	retundo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
nullas	nullus	PROind	Case=Acc|Numb=Plur|Gend=Fem
lunulas	lunula	NOMcom	Case=Acc|Numb=Plur
reprobet	reprobo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
tamen	tamen	ADV	Deg=Pos
non	non	ADVneg	MORPH=empty
ut	ut1	ADVrel	MORPH=empty
gentiles	gentilis1	NOMcom	Case=Nom|Numb=Plur|Deg=Pos
ita	ita	ADV	Deg=Pos
nos	nos	PROper	Case=Nom|Numb=Plur
quoque	quoque	ADV	Deg=Pos
nobis	nos	PROper	Case=Dat|Numb=Plur
adolemur	adoleo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=1
institutorem	institutor	NOMcom	Case=Acc|Numb=Sing
solummodo	solummodo	NOMcom	MORPH=empty
deum	deus	NOMcom	Case=Acc|Numb=Sing
existimantes	existimo	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
non	non	ADVneg	MORPH=empty
etiam	etiam	ADV	Deg=Pos
despectorem	despector	NOMcom	Case=Acc|Numb=Sing
institutorum	institutum	NOMcom	Case=Gen|Numb=Plur
suorum	suus	PROpos.ref	Case=Gen|Numb=Plur|Gend=MascNeut
Quanto	quanto1	ADVrel	MORPH=empty
enim	enim2	CONcoo	MORPH=empty
utilius	utilis	ADJqua	Case=Acc|Deg=Comp
et	et2	CONcoo	MORPH=empty
cautius	caute	ADV	Deg=Comp
egerimus	ago	VER	Numb=Plur|Mood=Ind|Tense=FutAnt|Voice=Act|Person=1
si	si2	CONsub	MORPH=empty
praesumamus	praesumo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
omnia	omnis	PROind	Case=Acc|Numb=Plur|Gend=Neut
quidem	quidem	ADV	Deg=Pos
a	ab	PRE	MORPH=empty
deo	deus	NOMcom	Case=Abl|Numb=Sing
provisa	prouideo	VER	Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
tunc	tunc	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
in	in	PRE	MORPH=empty
saeculo	saeculum	NOMcom	Case=Abl|Numb=Sing
posita	pono	VER	Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
uti	ut4	CONsub	MORPH=empty
nunc	nunc	ADV	Deg=Pos
essent	sum1	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
in	in	PRE	MORPH=empty
quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
disciplina	disciplina	NOMcom	Case=Nom|Numb=Sing
servorum	seruus1	NOMcom	Case=Gen|Numb=Plur
